SUBSTATION,PXF,DATE,HYDROGEN,METHANE,ETHANE,ETHYLENE,ACETYLENE,LAT,LNG
ABUBOT,BK 1 SN T93021,04/11/2010 0:00,14,76,47,61,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,7/27/2010 0:00,25,45,33,41,1,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,11/06/2010 0:00,10,52,29,46,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,01/05/2011 0:00,10,60,52,53,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,4/27/2011 0:00,2,81,39,49,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,7/20/2011 0:00,9,102,75,74,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,10/09/2011 0:00,9,90,57,63,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,1/16/2012 0:00,10,126,68,86,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,4/26/2012 0:00,16,167,106,130,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,7/15/2012 0:00,33,226,243,142,1,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,10/19/2012 0:00,24,222,156,175,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,01/10/2013 0:00,11,220,240,196,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,4/14/2013 0:00,53,239,258,184,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,7/14/2013 0:00,24,232,181,168,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,9/24/2013 0:00,30,283,253,218,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,01/08/2014 0:00,15,240,260,172,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,05/06/2014 0:00,0,243,293,205,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,07/04/2014 0:00,18,290,368,227,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,10/13/2014 0:00,15,267,311,230,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,1/15/2015 0:00,19,270,324,225,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,4/24/2015 0:00,16,255,401,217,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,7/16/2015 0:00,4,207,354,214,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,10/09/2015 0:00,10,141,369,206,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,03/07/2016 0:00,51,0,271,141,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,06/02/2016 0:00,6,0,336,171,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,08/07/2016 0:00,4,238,343,169,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,10/27/2016 0:00,36,279,489,209,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,1/16/2017 0:00,2,175,419,182,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,4/26/2017 0:00,2,0,487,204,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,7/27/2017 0:00,45,213,363,148,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,1/19/2018 0:00,14,303,581,212,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,6/16/2018 0:00,2,276,547,162,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,08/11/2018 0:00,9,272,540,162,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,10/29/2018 0:00,6,301,615,200,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,1/14/2019 0:00,7,158,144,62,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,05/10/2019 0:00,13,330,730,206,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,7/22/2019 0:00,3,325,595,172,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,10/03/2019 0:00,2,315,664,182,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,12/26/2019 0:00,372,397,684,353,429,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,01/06/2020 0:00,786,663,857,619,1028,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,2/14/2020 0:00,2,122,379,243,282,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,2/20/2020 0:00,1,34,256,151,143,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,03/06/2020 0:00,4,12,208,112,66,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,3/29/2020 0:00,1,6,133,59,16,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,4/22/2020 0:00,6,3,70,25,4,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,05/04/2020 0:00,1,2,46,16,2,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,05/10/2020 0:00,22,22,96,31,4,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,05/12/2020 0:00,11,42,142,42,5,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,5/15/2020 0:00,21,50,134,39,4,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,5/19/2020 0:00,31,62,165,47,5,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,5/21/2020 0:00,33,68,183,52,5,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,5/24/2020 0:00,27,72,181,48,4,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,5/26/2020 0:00,26,79,185,54,4,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,5/31/2020 0:00,27,76,181,51,4,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,06/03/2020 0:00,26,90,198,56,4,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,06/10/2020 0:00,30,95,200,52,4,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,6/23/2020 0:00,23,110,188,59,3,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,07/07/2020 0:00,25,95,193,50,3,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,10/27/2020 0:00,21,125,261,63,2,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,1/18/2021 0:00,18,138,263,60,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,04/11/2021 0:00,18,179,366,66,0,14.3386471,120.9369394
ABUBOT,BK 1 SN T93021,7/15/2021 0:00,14,181,347,55,0,14.3386471,120.9369394
AMADEO,BK 1 SN 319132,08/10/2010 0:00,62,12,15,3,2,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,9/13/2010 0:00,48,12,12,2,1,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,10/27/2010 0:00,37,10,9,1,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,12/30/2010 0:00,27,6,5,1,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,1/25/2011 0:00,33,11,15,1,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,2/25/2011 0:00,42,13,12,2,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,04/11/2011 0:00,29,8,5,1,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,5/17/2011 0:00,32,9,5,1,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,6/28/2011 0:00,41,18,15,5,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,7/29/2011 0:00,24,10,10,1,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,9/16/2011 0:00,34,17,21,2,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,10/23/2011 0:00,30,12,13,0,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,11/25/2011 0:00,41,16,21,2,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,2/21/2012 0:00,29,14,21,2,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,5/20/2012 0:00,50,22,22,3,1,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,06/06/2012 0:00,57,18,12,2,1,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,09/02/2012 0:00,28,21,20,2,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,10/12/2012 0:00,32,20,19,3,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,12/08/2012 0:00,26,21,26,2,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,03/07/2013 0:00,18,13,15,2,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,05/02/2013 0:00,62,35,37,8,5,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,7/26/2013 0:00,45,28,19,2,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,8/30/2013 0:00,33,25,42,4,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,10/24/2013 0:00,55,25,25,5,3,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,11/27/2013 0:00,31,23,29,3,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,12/26/2013 0:00,57,20,11,3,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,03/04/2014 0:00,34,28,42,5,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,4/25/2014 0:00,33,27,32,3,1,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,6/21/2014 0:00,36,32,35,3,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,8/16/2014 0:00,46,34,39,3,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,10/17/2014 0:00,41,26,18,2,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,12/22/2014 0:00,34,25,25,3,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,2/25/2015 0:00,36,39,47,7,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,04/11/2015 0:00,36,35,38,3,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,6/27/2015 0:00,39,37,41,4,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,8/23/2015 0:00,25,26,26,2,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,10/09/2015 0:00,28,18,34,3,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,01/07/2016 0:00,30,0,27,3,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,3/31/2016 0:00,41,0,36,4,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,06/04/2016 0:00,59,41,45,5,4,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,07/10/2016 0:00,29,40,39,4,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,9/18/2016 0:00,39,41,40,5,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,10/20/2016 0:00,48,54,54,6,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,3/18/2017 0:00,34,6,43,5,1,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,6/24/2017 0:00,26,0,30,4,1,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,01/10/2018 0:00,4,47,46,6,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,4/23/2018 0:00,40,63,80,3,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,6/29/2018 0:00,45,70,79,9,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,9/20/2018 0:00,39,59,60,6,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,11/20/2018 0:00,42,72,84,3,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,01/10/2019 0:00,72,72,77,7,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,04/02/2019 0:00,38,62,57,14,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,7/22/2019 0:00,32,61,69,7,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,10/18/2019 0:00,34,54,53,6,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,1/27/2020 0:00,37,62,75,8,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,05/12/2020 0:00,38,71,80,5,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,7/28/2020 0:00,36,68,70,5,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,10/30/2020 0:00,39,75,87,11,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,1/26/2021 0:00,30,71,82,5,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,4/19/2021 0:00,48,94,140,5,0,14.1965188,120.9354607
AMADEO,BK 1 SN 319132,7/26/2021 0:00,47,90,133,3,0,14.1965188,120.9354607
ANGAT,BK 1 SN 650007,2/14/2010 0:00,11,3,18,1,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,5/14/2010 0:00,14,2,2,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,8/20/2010 0:00,24,8,21,4,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,12/13/2010 0:00,18,11,19,11,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,2/17/2011 0:00,8,4,4,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,06/10/2011 0:00,58,18,14,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,09/02/2011 0:00,11,5,7,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,11/18/2011 0:00,8,3,5,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,02/11/2012 0:00,17,6,6,8,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,5/31/2012 0:00,52,8,10,7,2,14.922205,121.0290767
ANGAT,BK 1 SN 650007,09/07/2012 0:00,20,7,64,16,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,11/15/2012 0:00,11,6,7,19,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,2/26/2013 0:00,7,16,38,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,6/13/2013 0:00,17,5,6,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,8/29/2013 0:00,12,4,7,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,11/25/2013 0:00,11,3,22,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,03/03/2014 0:00,4,9,18,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,4/29/2014 0:00,0,2,11,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,8/31/2014 0:00,8,4,7,5,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,11/25/2014 0:00,69,8,17,8,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,2/22/2015 0:00,14,3,2,4,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,03/08/2015 0:00,85,19,17,7,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,5/26/2015 0:00,24,5,8,8,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,08/09/2015 0:00,15,14,20,17,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,11/03/2015 0:00,59,0,8,9,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,2/17/2016 0:00,74,0,6,5,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,7/27/2016 0:00,69,24,35,17,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,9/19/2016 0:00,96,25,38,18,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,12/13/2016 0:00,114,24,51,24,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,03/09/2017 0:00,128,12,60,23,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,07/03/2017 0:00,184,1,91,26,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,3/14/2018 0:00,169,26,83,24,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,7/25/2018 0:00,179,18,79,21,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,10/15/2018 0:00,215,17,70,21,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,12/03/2018 0:00,240,19,81,28,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,3/13/2019 0:00,254,15,56,25,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,07/03/2019 0:00,320,23,61,28,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,9/30/2019 0:00,259,20,55,31,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,11/27/2019 0:00,255,17,52,27,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,4/13/2020 0:00,364,13,46,41,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,5/24/2020 0:00,370,21,45,24,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,9/22/2020 0:00,4,9,2,2,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,12/17/2020 0:00,5,4,5,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,3/24/2021 0:00,11,5,2,0,0,14.922205,121.0290767
ANGAT,BK 1 SN 650007,6/22/2021 0:00,10,5,1,0,0,14.922205,121.0290767
AYALA,ALABANG BK 1 SN 313080-01,07/05/2010 0:00,18,56,63,7,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,8/17/2010 0:00,50,57,56,7,2,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,09/07/2010 0:00,24,45,40,5,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,10/06/2010 0:00,21,43,43,5,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,11/23/2010 0:00,36,49,43,5,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,1/24/2011 0:00,29,57,61,6,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,2/26/2011 0:00,23,54,57,6,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,3/16/2011 0:00,27,68,85,7,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,05/06/2011 0:00,25,62,56,6,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,06/09/2011 0:00,28,72,75,8,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,7/15/2011 0:00,50,77,94,9,2,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,8/13/2011 0:00,30,70,77,8,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,09/06/2011 0:00,27,65,69,7,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,10/10/2011 0:00,27,65,71,8,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,11/14/2011 0:00,23,71,84,9,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,2/14/2012 0:00,24,58,63,6,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,4/27/2012 0:00,24,84,92,8,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,06/01/2012 0:00,84,93,121,13,4,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,08/03/2012 0:00,30,73,81,9,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,10/05/2012 0:00,45,73,83,8,3,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,12/19/2012 0:00,28,83,95,11,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,2/24/2013 0:00,30,67,69,0,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,4/14/2013 0:00,28,88,130,11,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,06/06/2013 0:00,23,74,86,10,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,8/28/2013 0:00,23,83,103,0,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,10/04/2013 0:00,189,93,111,15,11,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,12/27/2013 0:00,22,70,55,11,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,02/06/2014 0:00,23,86,93,0,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,04/01/2014 0:00,19,101,122,0,2,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,06/01/2014 0:00,26,89,121,18,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,08/06/2014 0:00,23,88,110,17,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,10/11/2014 0:00,41,87,106,14,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,01/04/2015 0:00,72,96,141,14,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,02/12/2015 0:00,39,108,129,16,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,4/27/2015 0:00,46,102,135,15,1,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,06/07/2015 0:00,29,100,113,14,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,8/15/2015 0:00,22,108,136,20,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,10/15/2015 0:00,35,37,105,17,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,01/05/2016 0:00,46,0,99,16,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,2/28/2016 0:00,41,0,85,13,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,5/19/2016 0:00,30,0,80,16,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,8/15/2016 0:00,27,103,117,17,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,10/26/2016 0:00,57,114,139,20,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,3/14/2017 0:00,25,7,114,21,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,06/06/2017 0:00,37,1,119,21,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,1/31/2018 0:00,25,109,138,25,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,7/18/2018 0:00,21,116,142,22,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,10/12/2018 0:00,27,114,142,22,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01, 12/7/18,12,144,170,25,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,1/17/2019 0:00,30,133,170,30,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,04/05/2019 0:00,32,141,147,29,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,07/07/2019 0:00,26,139,157,31,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,10/01/2019 0:00,24,121,164,30,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,01/03/2020 0:00,26,137,178,35,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,05/07/2020 0:00,15,124,169,21,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,07/10/2020 0:00,12,114,130,16,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,10/08/2020 0:00,14,131,182,19,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,01/11/2021 0:00,20,130,181,19,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,04/06/2021 0:00,27,146,255,10,0,14.42787069,121.0261156
AYALA,ALABANG BK 1 SN 313080-01,07/09/2021 0:00,27,120,208,8,0,14.42787069,121.0261156
BACOOR,BK 1 SN C-13893,7/27/2010 0:00,51,191,410,18,4,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,8/19/2010 0:00,35,224,477,20,3,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,9/23/2010 0:00,27,195,425,16,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,11/06/2010 0:00,41,169,361,16,0,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,01/05/2011 0:00,28,210,427,17,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,02/03/2011 0:00,30,224,486,20,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,03/04/2011 0:00,27,218,498,22,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,05/06/2011 0:00,28,209,429,12,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,06/10/2011 0:00,25,220,477,22,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,7/22/2011 0:00,42,158,389,20,1,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,8/31/2011 0:00,26,230,490,24,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,9/23/2011 0:00,31,252,555,23,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,10/14/2011 0:00,27,202,461,23,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,12/16/2011 0:00,34,204,464,23,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,1/16/2012 0:00,24,235,530,27,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,3/22/2012 0:00,32,208,490,24,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,5/18/2012 0:00,24,247,549,25,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,7/15/2012 0:00,36,259,629,31,3,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,9/18/2012 0:00,31,216,528,22,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,11/28/2012 0:00,31,205,475,21,1,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,1/13/2013 0:00,23,204,517,23,1,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,3/16/2013 0:00,22,231,650,32,1,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,5/30/2013 0:00,28,195,482,24,1,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,07/04/2013 0:00,26,255,648,28,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,9/19/2013 0:00,60,263,607,28,3,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,11/27/2013 0:00,28,221,535,24,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,01/10/2014 0:00,49,197,470,30,0,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,1/27/2014 0:00,24,243,595,27,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,3/13/2014 0:00,56,268,731,36,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,05/08/2014 0:00,27,269,747,46,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,7/23/2014 0:00,41,238,626,28,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,9/13/2014 0:00,29,245,624,29,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,11/12/2014 0:00,39,284,733,34,3,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,1/28/2015 0:00,38,250,679,30,3,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,04/07/2015 0:00,46,243,660,31,8,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,05/11/2015 0:00,45,241,693,31,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,7/16/2015 0:00,17,150,690,31,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,9/16/2015 0:00,17,172,536,24,1,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,11/27/2015 0:00,6,0,580,29,2,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,02/12/2016 0:00,82,0,438,22,0,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,06/02/2016 0:00,22,250,664,31,1,14.4436369,120.9531374
BACOOR,BK 1 SN C-13893,08/07/2016 0:00,15,253,662,32,1,14.4436369,120.9531374
